0,28.79772,,,
46.83733,29.096594,,,"Note: starting mark on the ecg paper is time=0, and each bold red square is 0.2s. Do the  digitization accordingly . Y scale is not important because it will be  normalized in calibration script. "
56.93985,25.283052,,,
65.79859,24.962076,,,
83.584155,35.113773,,,
108.90055,35.103725,,,
122.7825,28.431536,,,
135.44069,28.426512,,,
139.25017,30.329767,,,
160.76911,30.321228,,,
167.08618,28.413954,,,
181.02022,29.99573,,,
196.75484,116.338905,,,
206.82932,108.080925,,,
221.23403,-16.36955,,,
230.03667,-25.579414,,,
237.69767,-15.106238,,,
246.76671,17.906118,,,
265.78207,22.343027,,,
287.31902,25.191631,,,
382.2575,25.471418,,,
400.00301,29.27391,,,
421.52794,30.217752,,,
431.67253,33.070877,,,
524.08137,33.66913,,,
536.70754,28.58474,,,
591.13777,28.56314,,,
598.74267,30.147429,,,
677.22353,30.116285,,,
